
[00/00/0000 00:00:05] Ti:22.2 | Te:23.1 | H:72.6% | pH:11.55 L:0
[07/04/2026 05:38:29] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:38:39] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:38:45] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:38:51] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:38:57] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:39:03] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:39:09] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:39:14] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:39:19] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:39:24] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:39:29] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:39:34] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:39:43] Ti:23.2 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:39:49] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:39:55] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:40:01] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:40:07] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:40:13] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:40:18] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:40:23] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:40:28] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:40:33] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:40:38] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:40:47] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:40:53] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:40:59] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:41:05] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:41:11] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:41:17] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:41:22] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 05:41:27] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 05:41:32] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:41:37] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:41:42] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:41:51] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:41:57] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:42:03] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:42:09] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:42:15] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:42:21] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:42:26] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:42:31] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:42:36] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:42:41] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:42:46] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:42:51] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:43:01] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:43:07] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:43:13] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:43:19] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:43:25] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:43:30] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:43:35] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:43:40] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:43:45] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:43:50] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:43:55] Ti:23.1 | Te:23.1 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:44:05] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:44:11] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:17] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:23] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:29] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:44:34] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:39] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:44:44] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:49] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:54] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:44:59] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:45:09] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:45:15] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:45:21] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:45:27] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:45:33] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:45:38] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:45:43] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:45:48] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:45:53] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:45:58] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:46:03] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:46:13] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:46:19] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:46:25] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:46:31] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:46:37] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:46:43] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:46:48] Ti:23.2 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:46:53] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:46:58] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:47:03] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:47:08] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:47:17] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:47:23] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:47:29] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:47:35] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:47:41] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:47:47] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:47:52] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:47:57] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:48:02] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:48:07] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 05:48:12] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:48:21] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:48:27] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:48:33] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:48:39] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:48:45] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:48:51] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:48:56] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:49:01] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:49:06] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:49:11] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:49:16] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:49:25] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:49:31] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:49:37] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:49:43] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:49:49] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:49:55] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:50:00] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:50:05] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:50:10] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:50:15] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:50:20] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:50:25] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:50:35] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:50:41] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:50:47] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:50:53] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:50:59] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:51:04] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:51:09] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:51:14] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:51:19] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:51:24] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:51:29] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:51:39] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:51:45] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:51:51] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:51:57] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:52:03] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:52:08] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:52:13] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:52:18] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:52:23] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:52:28] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:52:33] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:52:43] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:52:49] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:52:55] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:53:01] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:53:07] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:53:12] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:53:17] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:53:22] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:53:27] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:53:32] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:53:37] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:53:47] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:53:53] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:53:59] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:54:05] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:54:11] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:54:16] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:54:21] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:54:26] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:54:31] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:54:36] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:54:41] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:54:51] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:54:57] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:55:03] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:55:09] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:55:15] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:55:21] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:55:26] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:55:31] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:55:36] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:55:41] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:55:46] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:55:55] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:56:01] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:56:07] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:56:13] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:56:19] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:56:25] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:56:30] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:56:35] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:56:40] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:56:45] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:56:50] Ti:23.1 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:56:59] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:57:05] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:57:11] Ti:23.2 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:57:17] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:57:23] Ti:23.2 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:57:29] Ti:23.2 | Te:23.0 | H:68.7% | pH:11.55 L:0
[07/04/2026 05:57:34] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:57:39] Ti:23.2 | Te:23.0 | H:68.8% | pH:11.55 L:0
[07/04/2026 05:57:44] Ti:23.2 | Te:23.0 | H:68.8% | pH:11.55 L:0
[07/04/2026 05:57:49] Ti:23.2 | Te:23.0 | H:68.7% | pH:11.55 L:0
[07/04/2026 05:57:54] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:58:03] Ti:23.1 | Te:23.0 | H:68.6% | pH:11.55 L:0
[07/04/2026 05:58:09] Ti:23.1 | Te:23.0 | H:68.5% | pH:11.55 L:0
[07/04/2026 05:58:15] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:58:21] Ti:23.1 | Te:23.0 | H:68.4% | pH:11.55 L:0
[07/04/2026 05:58:27] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:58:33] Ti:23.2 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:58:38] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:58:43] Ti:23.2 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:58:48] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:58:53] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:58:58] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:59:03] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:59:13] Ti:23.2 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:59:19] Ti:23.2 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:59:25] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:59:31] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:59:37] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:59:42] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 05:59:47] Ti:23.2 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 05:59:52] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 05:59:57] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 05:60:02] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 05:60:07] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:00:17] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:00:23] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:00:29] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:00:35] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:00:41] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:00:46] Ti:23.2 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:00:51] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:00:56] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:01:01] Ti:23.1 | Te:23.0 | H:68.2% | pH:11.55 L:0
[07/04/2026 06:01:06] Ti:23.1 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:01:11] Ti:23.2 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:01:21] Ti:23.2 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:01:27] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:01:33] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:01:39] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:01:45] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:01:50] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:01:55] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:02:00] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:02:05] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:02:10] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:02:15] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:02:25] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:02:31] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:02:37] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:02:43] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:02:49] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:02:55] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:03:00] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:03:05] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:03:10] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:03:15] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:03:20] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:03:29] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:03:35] Ti:23.1 | Te:22.9 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:03:41] Ti:23.2 | Te:23.0 | H:68.3% | pH:11.55 L:0
[07/04/2026 06:03:47] Ti:23.1 | Te:22.9 | H:68.2% | pH:11.55 L:0
[07/04/2026 06:03:53] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:03:59] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:04:04] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:04:09] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:04:14] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:04:19] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:04:24] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:04:33] Ti:23.2 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:04:39] Ti:23.2 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:04:45] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:04:51] Ti:23.2 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:04:57] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:05:03] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:05:08] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:05:13] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:05:18] Ti:23.1 | Te:23.0 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:05:23] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:05:28] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:05:37] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:05:43] Ti:23.2 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:05:49] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:05:55] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:06:01] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
